17084.000000	0.037668	0.000000	0.000000	1729752726.985817	0.000000
17101.000000	0.037674	28.824000	26.210000	1729752727.098448	0.000000
17101.000000	0.037682	28.824000	26.210000	1729752727.098483	0.000000
17118.000000	0.037672	28.818000	26.207000	1729752727.190486	0.000000
17132.000000	0.037674	28.818000	26.207000	1729752727.303228	0.000000
17132.000000	0.037673	28.818000	26.207000	1729752727.303254	0.000000
17152.000000	0.037666	28.779000	26.207000	1729752727.393577	0.000000
17168.000000	0.037663	28.763000	26.218000	1729752727.498651	0.000000
17168.000000	0.037661	28.763000	26.218000	1729752727.498685	0.000000
17185.000000	0.037652	28.791000	26.218000	1729752727.595588	0.000000
17200.000000	0.037653	28.791000	26.218000	1729752727.700853	0.000000
17200.000000	0.037650	28.791000	26.218000	1729752727.700881	0.000000
17217.000000	0.037643	28.803000	26.207000	1729752727.798554	0.000000
17233.000000	0.037652	28.808000	26.207000	1729752727.901623	0.000000
17233.000000	0.037662	28.808000	26.207000	1729752727.901659	0.000000
17250.000000	0.037669	28.740000	26.187000	1729752727.998618	0.000000
17267.000000	0.037670	28.740000	26.187000	1729752728.104985	0.000000
17267.000000	0.037674	28.740000	26.187000	1729752728.105018	0.000000
17284.000000	0.037663	28.639000	26.180000	1729752728.205556	0.000000
17300.000000	0.037658	28.738000	26.193000	1729752728.310760	0.000000
17300.000000	0.037660	28.738000	26.193000	1729752728.310770	0.000000
17318.000000	0.037651	28.709000	26.200000	1729752728.411819	0.000000
17333.000000	0.037645	28.732000	26.200000	1729752728.511683	0.000000
17333.000000	0.037644	28.732000	26.200000	1729752728.511714	0.000000
17349.000000	0.037634	28.732000	26.233000	1729752728.611659	0.000000
17366.000000	0.037626	28.813000	26.233000	1729752728.714895	0.000000
17366.000000	0.037624	28.813000	26.233000	1729752728.714926	0.000000
17383.000000	0.037614	28.777000	26.125000	1729752728.817529	0.000000
17398.000000	0.037609	28.691000	26.125000	1729752728.918974	0.000000
17398.000000	0.037612	28.691000	26.125000	1729752728.918993	0.000000
17415.000000	0.037602	28.691000	26.125000	1729752729.020865	0.000000
17415.000000	0.037595	28.691000	26.125000	1729752729.020895	0.000000
17431.000000	0.037599	28.724000	26.182000	1729752729.122032	0.000000
17448.000000	0.037591	28.845000	26.182000	1729752729.224558	0.000000
17448.000000	0.037592	28.845000	26.182000	1729752729.224585	0.000000
17464.000000	0.037593	28.685000	26.148000	1729752729.339503	0.000000
17482.000000	0.037586	28.685000	26.148000	1729752729.420693	0.000000
17482.000000	0.037578	28.685000	26.148000	1729752729.420724	0.000000
17498.000000	0.037579	28.722000	26.148000	1729752729.524943	0.000000
17517.000000	0.037586	28.702000	26.218000	1729752729.624653	0.000000
17517.000000	0.037586	28.702000	26.218000	1729752729.624663	0.000000
